customer_id,full_name,region,customer_status,health_score,health_band,churn_risk,recommended_action,priority,owner,created_at
9189-JWSHV,Customer 4107,Asia-Pacific,AT RISK,22.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6769-DCQLI,Customer 2639,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
1444-VVSGW,Customer 6538,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5271-YNWVR,Customer 5582,Europe,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
5550-VFRLC,Customer 5574,Europe,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0207-MDKNV,Customer 877,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6686-YPGHK,Customer 5112,South America,AT RISK,24.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3096-JRDSO,Customer 5723,Asia-Pacific,AT RISK,19.0,CRITICAL,HIGH,Executive Escalation,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8276-MQBYC,Customer 3331,Asia-Pacific,AT RISK,21.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6161-UUUTA,Customer 4447,Asia-Pacific,AT RISK,26.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0265-EDXBD,Customer 307,Asia-Pacific,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9851-QXEEQ,Customer 1479,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
9874-QLCLH,Customer 5155,Asia-Pacific,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0196-VULGZ,Customer 5494,Europe,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3090-HAWSU,Customer 6786,Europe,AT RISK,27.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4102-OQUPX,Customer 2822,Europe,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
4958-XCBDQ,Customer 3785,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
3565-UNOCC,Customer 6101,North America,AT RISK,20.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6060-DRTNL,Customer 5477,North America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0875-CABNR,Customer 5665,North America,AT RISK,25.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
8685-WHQPW,Customer 6969,North America,AT RISK,28.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
6680-NENYN,Customer 337,North America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
0877-SDMBN,Customer 5372,South America,AT RISK,29.0,CRITICAL,HIGH,Customer Success Outreach,HIGH,Customer Success Team,2026-05-30T16:45:55.125015
